272	21.249
270	57.392
238	197.711
234	58.672
234	261.403
216	17.239
214	393.188
213	40.747
210	9.99
210	5.428
210	5.032
210	5.005
210	4.981
210	4.968
210	4.957
210	419.868
210	40.03
210	348.0
210	243.61
210	226.764
210	17.224
210	164.782
210	111.726
210	10.33
199	24.735
199	14.183
196	235.35
189	58.205
189	20.828
184	18.672
183	9.632
182	477.811
182	178.762
182	146.78
182	14.665
182	10.962
181	12.699
180	322.941
173	18.739
169	13.101
167	55.405
167	11.324
167	10.096
166	829.318
166	555.315
166	46.753
166	422.995
166	29.165
166	27.694
166	26.649
166	23.271
166	200.973
166	169.064
165	401.416
165	11.231
163	34.88
161	88.376
160	76.84
159	31.803
159	15.382
158	9.68
158	597.543
158	34.611
158	263.22
158	228.509
158	185.12
158	124.984
158	100.815
154	24.809
152	51.772
152	418.757
152	28.041
152	25.582
152	25.579
152	24.96
152	224.675
151	33.625
151	27.163
151	232.497
149	25.792
148	785.038
148	537.405
148	13.136
148	12.58
147	6.356
147	317.893
147	260.718
147	167.347
147	155.138
146	324.74
146	282.959
146	266.57
146	143.16
146	127.665
143	9.946
143	9.936
143	9.92
143	9.918
143	9.889
143	9.869
143	9.868
143	96.858
143	87.848
143	53.671
143	38.985
143	360.49
143	34.904
143	321.006
143	25.135
143	16.876
143	14.915
133	35.762
132	17.903
131	36.97
131	328.0
131	263.007
125	36.971
124	44.663
124	196.813
122	452.386
121	38.236
120	49.45
119	6.86
119	33.875
119	30.652
119	133.219
119	132.01
119	11.412
118	419.331
115	126.823
114	419.077
112	9.995
112	70.44
110	3.026
108	18.202
107	67.072
107	593.162
107	42.45
107	193.197
107	17.188
107	12.59
107	11.86
107	11.832
107	11.783
107	11.691
107	11.45
106	9.514
106	30.473
106	30.353
106	26.518
106	23.116
106	189.501
106	11.651
106	11.152
105	19.541
104	374.983
104	25.412
103	6.424
103	342.686
102	53.271
102	14.158
102	10.071
101	28.31
101	23.675
101	22.306
100	94.239
100	9.409
100	126.188
99	13.353
98	14.209
97	60.695
97	330.212
97	23.01
97	182.837
96	98.52
96	34.127
96	157.892
96	15.605
95	22.084
95	22.015
95	13.08
95	12.722
93	25.849
92	9.045
92	7.507
92	33.225
92	29.227
92	19.542
91	7.57
91	6.773
91	627.304
91	56.686
91	387.078
91	37.352
91	22.312
91	18.937
91	10.891
90	43.153
90	14.027
89	32.326
88	26.159
88	16.286
88	14.268
88	117.743
87	77.031
87	18.499
87	16.337
86	62.155
86	253.06
86	11.231
85	8.741
85	6.592
85	24.205
84	49.101
84	277.193
84	12.605
83	84.953
82	110.148
81	17.158
81	14.358
80	438.351
80	103.513
79	18.915
78	8.766
77	9.585
77	9.583
77	9.571
77	85.604
77	67.389
77	4.978
77	4.921
77	4.595
77	4.578
77	4.574
77	4.567
77	4.565
77	4.562
77	4.54
77	39.272
